task_id,timestamp,task_type,amount,deadline_hours,is_recurring,time_of_day,day_of_week,intervention_label,_generating_rule
synth_00613,2026-01-31T22:00:00,bill_payment,539.65,122.0,1,22,5,0,recurring_suppressed
synth_00614,2026-01-31T17:00:00,bill_payment,185.09,59.5,0,17,3,0,low_amount
synth_00615,2026-01-31T21:00:00,reminder,0.0,59.4,0,21,5,0,non_financial_low_risk
synth_00616,2026-01-31T13:00:00,appointment,0.0,100.8,0,13,6,1,non_financial_low_risk
synth_00617,2026-01-31T05:00:00,bill_payment,117.05,2.8,1,5,2,1,deadline_override
synth_00618,2026-01-31T19:00:00,bill_payment,43.93,21.3,0,19,6,0,low_amount
synth_00619,2026-01-31T20:00:00,appointment,0.0,12.2,0,20,4,0,non_financial_low_risk
synth_00620,2026-02-01T22:00:00,appointment,0.0,76.5,0,22,2,0,non_financial_low_risk
synth_00621,2026-02-01T17:00:00,bill_payment,101.19,74.5,0,17,0,1,low_amount
synth_00622,2026-02-01T20:00:00,bill_payment,419.26,98.0,0,20,5,0,low_amount
synth_00623,2026-02-01T06:00:00,bill_payment,280.82,10.5,0,6,2,0,low_amount
synth_00624,2026-02-01T05:00:00,reminder,0.0,3.7,0,5,5,0,non_financial_low_risk
synth_00625,2026-02-01T08:00:00,bill_payment,109.48,6.7,0,8,0,0,low_amount
synth_00626,2026-02-01T04:00:00,paperwork,0.0,8.1,0,4,2,0,non_financial_low_risk
synth_00627,2026-02-01T21:00:00,paperwork,0.0,47.1,0,21,2,0,non_financial_low_risk
synth_00628,2026-02-01T22:00:00,appointment,0.0,21.3,0,22,2,0,non_financial_low_risk
synth_00629,2026-02-01T16:00:00,reminder,0.0,35.3,0,16,1,0,non_financial_low_risk
synth_00630,2026-02-01T07:00:00,appointment,0.0,4.6,0,7,1,0,non_financial_low_risk
synth_00631,2026-02-01T20:00:00,bill_payment,227.02,39.6,0,20,0,0,low_amount
synth_00632,2026-02-01T01:00:00,bill_payment,37.72,120.4,1,1,5,0,recurring_suppressed
synth_00633,2026-02-01T00:00:00,bill_payment,278.79,14.2,0,0,4,0,low_amount
synth_00634,2026-02-01T06:00:00,bill_payment,415.99,2.2,0,6,2,1,deadline_override
synth_00635,2026-02-01T17:00:00,reminder,0.0,8.8,0,17,4,1,non_financial_low_risk
synth_00636,2026-02-01T03:00:00,bill_payment,613.79,96.1,0,3,1,0,low_amount
synth_00637,2026-02-01T13:00:00,paperwork,0.0,179.5,0,13,5,0,non_financial_low_risk
synth_00638,2026-02-01T08:00:00,bill_payment,227.09,3.7,1,8,4,1,deadline_override
synth_00639,2026-02-01T13:00:00,paperwork,0.0,116.1,0,13,3,0,non_financial_low_risk
synth_00640,2026-02-02T23:00:00,bill_payment,84.14,6.0,1,23,4,1,deadline_override
synth_00641,2026-02-02T02:00:00,paperwork,0.0,2.2,0,2,2,0,non_financial_low_risk
synth_00642,2026-02-02T14:00:00,bill_payment,322.11,4.3,0,14,3,1,deadline_override
synth_00643,2026-02-02T17:00:00,appointment,0.0,30.8,0,17,1,0,non_financial_low_risk
synth_00644,2026-02-02T21:00:00,bill_payment,510.69,154.7,1,21,6,0,recurring_suppressed
synth_00645,2026-02-02T00:00:00,appointment,0.0,151.5,0,0,4,0,non_financial_low_risk
synth_00646,2026-02-02T02:00:00,bill_payment,19.61,24.0,0,2,2,0,low_amount
synth_00647,2026-02-02T06:00:00,paperwork,0.0,62.1,0,6,3,0,non_financial_low_risk
synth_00648,2026-02-02T05:00:00,reminder,0.0,7.4,0,5,1,0,non_financial_low_risk
synth_00649,2026-02-02T17:00:00,bill_payment,16.28,40.2,1,17,3,0,recurring_suppressed
synth_00650,2026-02-02T10:00:00,bill_payment,228.69,10.6,0,10,2,0,low_amount
synth_00651,2026-02-02T19:00:00,appointment,0.0,5.1,0,19,0,0,non_financial_low_risk
synth_00652,2026-02-02T18:00:00,bill_payment,116.42,17.5,0,18,4,0,low_amount
synth_00653,2026-02-02T23:00:00,bill_payment,129.55,13.6,1,23,5,0,recurring_suppressed
synth_00654,2026-02-02T23:00:00,paperwork,0.0,6.9,0,23,2,0,non_financial_low_risk
synth_00655,2026-02-02T09:00:00,appointment,0.0,21.3,0,9,3,0,non_financial_low_risk
synth_00656,2026-02-02T17:00:00,bill_payment,529.45,93.9,1,17,1,0,recurring_suppressed
synth_00657,2026-02-02T02:00:00,reminder,0.0,3.8,0,2,0,0,non_financial_low_risk
synth_00658,2026-02-02T18:00:00,appointment,0.0,80.4,0,18,3,0,non_financial_low_risk
synth_00659,2026-02-02T20:00:00,bill_payment,45.49,107.7,0,20,6,0,low_amount
synth_00660,2026-02-03T16:00:00,bill_payment,897.75,93.4,1,16,4,0,recurring_suppressed
synth_00661,2026-02-03T18:00:00,bill_payment,621.02,7.3,1,18,4,0,recurring_suppressed
synth_00662,2026-02-03T15:00:00,reminder,0.0,63.9,0,15,2,1,non_financial_low_risk
synth_00663,2026-02-03T08:00:00,paperwork,0.0,12.7,0,8,2,0,non_financial_low_risk
synth_00664,2026-02-03T11:00:00,appointment,0.0,35.0,0,11,3,0,non_financial_low_risk
synth_00665,2026-02-03T20:00:00,appointment,0.0,2.3,0,20,2,0,non_financial_low_risk
synth_00666,2026-02-03T08:00:00,reminder,0.0,48.2,0,8,6,0,non_financial_low_risk
synth_00667,2026-02-03T12:00:00,appointment,0.0,40.5,0,12,5,0,non_financial_low_risk
synth_00668,2026-02-03T02:00:00,appointment,0.0,109.7,0,2,4,0,non_financial_low_risk
synth_00669,2026-02-03T12:00:00,reminder,0.0,12.1,0,12,2,0,non_financial_low_risk
synth_00670,2026-02-03T04:00:00,bill_payment,128.09,34.7,1,4,1,0,recurring_suppressed
synth_00671,2026-02-03T21:00:00,appointment,0.0,81.5,0,21,1,0,non_financial_low_risk
synth_00672,2026-02-03T20:00:00,bill_payment,15.69,31.3,0,20,6,0,low_amount
synth_00673,2026-02-03T18:00:00,bill_payment,26.51,6.9,0,18,1,0,low_amount
synth_00674,2026-02-03T21:00:00,bill_payment,228.07,0.9,0,21,6,1,deadline_override
synth_00675,2026-02-03T18:00:00,bill_payment,342.29,85.2,0,18,6,0,low_amount
synth_00676,2026-02-03T05:00:00,appointment,0.0,34.3,0,5,5,0,non_financial_low_risk
synth_00677,2026-02-03T02:00:00,reminder,0.0,43.6,0,2,1,0,non_financial_low_risk
synth_00678,2026-02-03T19:00:00,bill_payment,707.63,9.4,0,19,0,0,low_amount
synth_00679,2026-02-03T02:00:00,appointment,0.0,67.0,0,2,3,0,non_financial_low_risk
synth_00680,2026-02-04T00:00:00,reminder,0.0,37.2,0,0,6,0,non_financial_low_risk
synth_00681,2026-02-04T15:00:00,bill_payment,44.89,57.4,0,15,6,0,low_amount
synth_00682,2026-02-04T07:00:00,bill_payment,665.91,26.6,1,7,6,0,recurring_suppressed
synth_00683,2026-02-04T08:00:00,appointment,0.0,37.7,0,8,1,1,non_financial_low_risk
synth_00684,2026-02-04T16:00:00,paperwork,0.0,0.3,0,16,0,1,non_financial_but_imminent
synth_00685,2026-02-04T08:00:00,bill_payment,122.42,26.7,0,8,6,0,low_amount
synth_00686,2026-02-04T21:00:00,appointment,0.0,45.4,0,21,3,0,non_financial_low_risk
synth_00687,2026-02-04T08:00:00,bill_payment,417.71,22.2,0,8,2,0,low_amount
synth_00688,2026-02-04T04:00:00,paperwork,0.0,24.4,0,4,6,0,non_financial_low_risk
synth_00689,2026-02-04T16:00:00,bill_payment,14.14,143.1,1,16,3,0,recurring_suppressed
synth_00690,2026-02-04T21:00:00,paperwork,0.0,45.7,0,21,5,0,non_financial_low_risk
synth_00691,2026-02-04T19:00:00,bill_payment,550.42,83.2,0,19,3,0,low_amount
synth_00692,2026-02-04T12:00:00,bill_payment,79.56,61.9,0,12,4,0,low_amount
synth_00693,2026-02-04T21:00:00,bill_payment,277.56,32.7,1,21,6,0,recurring_suppressed
synth_00694,2026-02-04T21:00:00,bill_payment,443.55,57.5,0,21,0,0,low_amount
synth_00695,2026-02-04T02:00:00,appointment,0.0,178.3,0,2,2,0,non_financial_low_risk
synth_00696,2026-02-04T02:00:00,bill_payment,92.02,35.0,0,2,0,0,low_amount
synth_00697,2026-02-04T18:00:00,paperwork,0.0,39.3,0,18,2,0,non_financial_low_risk
synth_00698,2026-02-04T06:00:00,paperwork,0.0,12.3,0,6,3,0,non_financial_low_risk
synth_00699,2026-02-04T13:00:00,appointment,0.0,14.5,0,13,4,0,non_financial_low_risk
synth_00700,2026-02-05T07:00:00,bill_payment,235.6,162.4,0,7,6,0,low_amount
synth_00701,2026-02-05T18:00:00,paperwork,0.0,54.9,0,18,6,1,non_financial_low_risk
synth_00702,2026-02-05T00:00:00,bill_payment,70.47,149.3,0,0,5,0,low_amount
synth_00703,2026-02-05T08:00:00,bill_payment,702.91,20.9,0,8,1,0,low_amount
synth_00704,2026-02-05T15:00:00,appointment,0.0,115.5,0,15,5,0,non_financial_low_risk
synth_00705,2026-02-05T06:00:00,paperwork,0.0,99.0,0,6,1,0,non_financial_low_risk
synth_00706,2026-02-05T21:00:00,bill_payment,193.48,5.4,0,21,5,1,deadline_override
synth_00707,2026-02-05T18:00:00,bill_payment,421.75,18.2,0,18,6,0,low_amount
synth_00708,2026-02-05T04:00:00,bill_payment,411.61,24.4,0,4,0,0,low_amount
synth_00709,2026-02-05T03:00:00,bill_payment,18.83,71.8,0,3,5,0,low_amount
synth_00710,2026-02-05T05:00:00,bill_payment,115.24,21.5,0,5,4,0,low_amount
synth_00711,2026-02-05T13:00:00,bill_payment,554.02,9.8,0,13,5,0,low_amount
synth_00712,2026-02-05T21:00:00,bill_payment,105.48,40.7,0,21,1,0,low_amount
synth_00713,2026-02-05T17:00:00,paperwork,0.0,78.2,0,17,3,0,non_financial_low_risk
synth_00714,2026-02-05T13:00:00,bill_payment,1294.05,30.7,1,13,3,0,recurring_suppressed
synth_00715,2026-02-05T17:00:00,reminder,0.0,47.8,0,17,5,0,non_financial_low_risk
synth_00716,2026-02-05T18:00:00,appointment,0.0,13.9,0,18,0,0,non_financial_low_risk
synth_00717,2026-02-05T08:00:00,appointment,0.0,3.0,0,8,3,0,non_financial_low_risk
synth_00718,2026-02-05T08:00:00,bill_payment,276.87,21.4,0,8,2,1,low_amount
synth_00719,2026-02-05T09:00:00,bill_payment,38.88,50.3,1,9,2,0,recurring_suppressed
synth_00720,2026-02-06T14:00:00,appointment,0.0,71.5,0,14,0,0,non_financial_low_risk
synth_00721,2026-02-06T10:00:00,bill_payment,198.47,8.8,0,10,3,0,low_amount
synth_00722,2026-02-06T02:00:00,appointment,0.0,90.7,0,2,0,0,non_financial_low_risk
synth_00723,2026-02-06T08:00:00,bill_payment,91.14,14.9,0,8,3,0,low_amount
synth_00724,2026-02-06T16:00:00,reminder,0.0,66.1,0,16,3,0,non_financial_low_risk
synth_00725,2026-02-06T02:00:00,bill_payment,224.01,8.8,1,2,3,0,recurring_suppressed
synth_00726,2026-02-06T04:00:00,bill_payment,64.91,4.2,1,4,0,1,deadline_override
synth_00727,2026-02-06T07:00:00,reminder,0.0,17.8,0,7,5,0,non_financial_low_risk
synth_00728,2026-02-06T05:00:00,appointment,0.0,6.8,0,5,0,1,non_financial_low_risk
synth_00729,2026-02-06T04:00:00,bill_payment,91.88,131.1,0,4,5,0,low_amount
synth_00730,2026-02-06T23:00:00,appointment,0.0,29.3,0,23,5,0,non_financial_low_risk
synth_00731,2026-02-06T07:00:00,bill_payment,261.34,115.0,0,7,6,0,low_amount
synth_00732,2026-02-06T04:00:00,bill_payment,121.97,0.5,0,4,2,1,deadline_override
synth_00733,2026-02-06T15:00:00,appointment,0.0,55.9,0,15,6,0,non_financial_low_risk
synth_00734,2026-02-06T11:00:00,bill_payment,123.27,12.6,1,11,1,0,recurring_suppressed
synth_00735,2026-02-06T05:00:00,appointment,0.0,24.1,0,5,5,0,non_financial_low_risk
synth_00736,2026-02-06T19:00:00,bill_payment,108.69,26.3,1,19,6,0,recurring_suppressed
synth_00737,2026-02-06T02:00:00,bill_payment,270.03,15.0,1,2,1,0,recurring_suppressed
synth_00738,2026-02-06T10:00:00,bill_payment,127.23,57.9,0,10,0,0,low_amount
synth_00739,2026-02-06T03:00:00,reminder,0.0,1.1,0,3,2,1,non_financial_but_imminent
synth_00740,2026-02-07T07:00:00,paperwork,0.0,62.3,0,7,0,0,non_financial_low_risk
synth_00741,2026-02-07T09:00:00,appointment,0.0,20.1,0,9,6,0,non_financial_low_risk
synth_00742,2026-02-07T01:00:00,reminder,0.0,29.9,0,1,2,0,non_financial_low_risk
synth_00743,2026-02-07T08:00:00,paperwork,0.0,7.6,0,8,6,0,non_financial_low_risk
synth_00744,2026-02-07T08:00:00,appointment,0.0,9.6,0,8,6,0,non_financial_low_risk
synth_00745,2026-02-07T06:00:00,bill_payment,17.38,4.7,0,6,3,1,deadline_override
synth_00746,2026-02-07T05:00:00,reminder,0.0,132.1,0,5,5,0,non_financial_low_risk
synth_00747,2026-02-07T03:00:00,paperwork,0.0,38.3,0,3,2,0,non_financial_low_risk
synth_00748,2026-02-07T07:00:00,bill_payment,112.41,52.7,0,7,5,0,low_amount
synth_00749,2026-02-07T01:00:00,bill_payment,565.48,24.2,1,1,4,0,recurring_suppressed
synth_00750,2026-02-07T11:00:00,appointment,0.0,43.5,0,11,6,0,non_financial_low_risk
synth_00751,2026-02-07T20:00:00,bill_payment,19.65,128.2,0,20,0,0,low_amount
synth_00752,2026-02-07T03:00:00,appointment,0.0,58.0,0,3,1,0,non_financial_low_risk
synth_00753,2026-02-07T23:00:00,bill_payment,202.32,20.5,0,23,1,1,low_amount
synth_00754,2026-02-07T17:00:00,bill_payment,261.16,1.9,0,17,2,1,deadline_override
synth_00755,2026-02-07T17:00:00,appointment,0.0,40.1,0,17,2,0,non_financial_low_risk
synth_00756,2026-02-07T19:00:00,appointment,0.0,97.1,0,19,6,0,non_financial_low_risk
synth_00757,2026-02-07T00:00:00,bill_payment,58.89,14.7,0,0,6,0,low_amount
synth_00758,2026-02-07T12:00:00,bill_payment,25.36,51.5,0,12,1,0,low_amount
synth_00759,2026-02-07T19:00:00,appointment,0.0,38.5,0,19,2,0,non_financial_low_risk
synth_00760,2026-02-08T16:00:00,appointment,0.0,5.6,0,16,5,0,non_financial_low_risk
synth_00761,2026-02-08T01:00:00,paperwork,0.0,6.7,0,1,1,0,non_financial_low_risk
synth_00762,2026-02-08T01:00:00,bill_payment,98.28,46.9,0,1,2,0,low_amount
synth_00763,2026-02-08T06:00:00,paperwork,0.0,0.6,0,6,5,1,non_financial_but_imminent
synth_00764,2026-02-08T20:00:00,reminder,0.0,4.0,0,20,0,0,non_financial_low_risk
synth_00765,2026-02-08T11:00:00,paperwork,0.0,106.1,0,11,6,0,non_financial_low_risk
synth_00766,2026-02-08T01:00:00,paperwork,0.0,14.8,0,1,5,0,non_financial_low_risk
synth_00767,2026-02-08T20:00:00,bill_payment,159.77,35.9,1,20,1,0,recurring_suppressed
synth_00768,2026-02-08T20:00:00,appointment,0.0,65.8,0,20,4,0,non_financial_low_risk
synth_00769,2026-02-08T03:00:00,appointment,0.0,52.5,0,3,1,0,non_financial_low_risk
synth_00770,2026-02-08T21:00:00,appointment,0.0,33.7,0,21,1,0,non_financial_low_risk
synth_00771,2026-02-08T10:00:00,appointment,0.0,130.1,0,10,4,0,non_financial_low_risk
synth_00772,2026-02-08T19:00:00,bill_payment,53.17,27.0,0,19,1,0,low_amount
synth_00773,2026-02-08T19:00:00,bill_payment,125.92,62.2,0,19,0,0,low_amount
synth_00774,2026-02-08T09:00:00,reminder,0.0,17.2,0,9,1,0,non_financial_low_risk
synth_00775,2026-02-08T14:00:00,bill_payment,155.95,40.7,1,14,2,0,recurring_suppressed
synth_00776,2026-02-08T18:00:00,bill_payment,395.5,14.2,0,18,3,0,low_amount
synth_00777,2026-02-08T22:00:00,bill_payment,45.54,31.6,0,22,5,0,low_amount
synth_00778,2026-02-08T09:00:00,reminder,0.0,43.4,0,9,0,0,non_financial_low_risk
synth_00779,2026-02-08T01:00:00,appointment,0.0,3.9,0,1,6,0,non_financial_low_risk
synth_00780,2026-02-09T03:00:00,reminder,0.0,27.3,0,3,6,0,non_financial_low_risk
synth_00781,2026-02-09T00:00:00,paperwork,0.0,90.9,0,0,5,0,non_financial_low_risk
synth_00782,2026-02-09T16:00:00,bill_payment,101.07,37.3,1,16,5,0,recurring_suppressed
synth_00783,2026-02-09T16:00:00,bill_payment,304.85,28.3,0,16,0,0,low_amount
synth_00784,2026-02-09T01:00:00,bill_payment,117.94,4.1,0,1,4,1,deadline_override
synth_00785,2026-02-09T17:00:00,bill_payment,150.69,6.7,1,17,1,0,recurring_suppressed
synth_00786,2026-02-09T19:00:00,appointment,0.0,10.5,0,19,5,0,non_financial_low_risk
synth_00787,2026-02-09T03:00:00,bill_payment,68.45,55.4,0,3,5,0,low_amount
synth_00788,2026-02-09T05:00:00,bill_payment,60.88,51.1,0,5,2,0,low_amount
synth_00789,2026-02-09T04:00:00,reminder,0.0,28.0,0,4,3,1,non_financial_low_risk
synth_00790,2026-02-09T11:00:00,paperwork,0.0,10.7,0,11,1,0,non_financial_low_risk
synth_00791,2026-02-09T01:00:00,reminder,0.0,5.7,0,1,1,0,non_financial_low_risk
synth_00792,2026-02-09T09:00:00,reminder,0.0,97.5,0,9,0,0,non_financial_low_risk
synth_00793,2026-02-09T15:00:00,paperwork,0.0,17.5,0,15,0,0,non_financial_low_risk
synth_00794,2026-02-09T17:00:00,paperwork,0.0,11.4,0,17,4,0,non_financial_low_risk
synth_00795,2026-02-09T04:00:00,appointment,0.0,46.8,0,4,5,0,non_financial_low_risk
synth_00796,2026-02-09T09:00:00,bill_payment,236.4,2.1,1,9,1,1,deadline_override
synth_00797,2026-02-09T20:00:00,appointment,0.0,2.6,0,20,0,0,non_financial_low_risk
synth_00798,2026-02-09T21:00:00,appointment,0.0,52.2,0,21,2,0,non_financial_low_risk
synth_00799,2026-02-09T22:00:00,bill_payment,1072.37,12.6,0,22,0,1,high_amount
synth_00800,2026-02-10T02:00:00,appointment,0.0,43.6,0,2,1,0,non_financial_low_risk
synth_00801,2026-02-10T22:00:00,reminder,0.0,39.5,0,22,0,1,non_financial_low_risk
synth_00802,2026-02-10T15:00:00,reminder,0.0,17.5,0,15,3,0,non_financial_low_risk
synth_00803,2026-02-10T16:00:00,bill_payment,254.57,17.3,0,16,2,0,low_amount
synth_00804,2026-02-10T00:00:00,appointment,0.0,101.2,0,0,4,0,non_financial_low_risk
synth_00805,2026-02-10T16:00:00,bill_payment,90.76,7.1,0,16,5,0,low_amount
synth_00806,2026-02-10T07:00:00,appointment,0.0,12.4,0,7,4,0,non_financial_low_risk
synth_00807,2026-02-10T10:00:00,reminder,0.0,115.4,0,10,3,0,non_financial_low_risk
synth_00808,2026-02-10T09:00:00,bill_payment,33.55,77.3,0,9,5,0,low_amount
synth_00809,2026-02-10T04:00:00,appointment,0.0,7.0,0,4,5,0,non_financial_low_risk
synth_00810,2026-02-10T17:00:00,reminder,0.0,18.3,0,17,4,0,non_financial_low_risk
synth_00811,2026-02-10T13:00:00,bill_payment,10,62.3,0,13,3,0,low_amount
synth_00812,2026-02-10T20:00:00,paperwork,0.0,82.8,0,20,5,0,non_financial_low_risk
synth_00813,2026-02-10T05:00:00,paperwork,0.0,5.4,0,5,0,0,non_financial_low_risk
synth_00814,2026-02-10T18:00:00,appointment,0.0,14.9,0,18,4,0,non_financial_low_risk
synth_00815,2026-02-10T16:00:00,bill_payment,257.72,55.9,0,16,6,0,low_amount
synth_00816,2026-02-10T12:00:00,paperwork,0.0,22.5,0,12,3,0,non_financial_low_risk
synth_00817,2026-02-10T13:00:00,bill_payment,61.97,166.5,0,13,1,0,low_amount
synth_00818,2026-02-10T02:00:00,reminder,0.0,68.1,0,2,1,0,non_financial_low_risk
synth_00819,2026-02-10T15:00:00,reminder,0.0,96.9,0,15,5,0,non_financial_low_risk
synth_00820,2026-02-11T12:00:00,appointment,0.0,13.6,0,12,6,1,non_financial_low_risk
synth_00821,2026-02-11T10:00:00,paperwork,0.0,23.0,0,10,3,0,non_financial_low_risk
synth_00822,2026-02-11T16:00:00,paperwork,0.0,43.2,0,16,5,0,non_financial_low_risk
synth_00823,2026-02-11T14:00:00,paperwork,0.0,35.3,0,14,3,0,non_financial_low_risk
synth_00824,2026-02-11T20:00:00,bill_payment,70.54,39.2,0,20,0,0,low_amount
synth_00825,2026-02-11T22:00:00,bill_payment,91.41,16.7,0,22,4,0,low_amount
synth_00826,2026-02-11T02:00:00,appointment,0.0,49.9,0,2,5,0,non_financial_low_risk
synth_00827,2026-02-11T10:00:00,bill_payment,682.61,37.9,0,10,3,1,low_amount
synth_00828,2026-02-11T06:00:00,appointment,0.0,108.9,0,6,3,0,non_financial_low_risk
synth_00829,2026-02-11T02:00:00,bill_payment,392.19,8.6,0,2,0,0,low_amount
synth_00830,2026-02-11T22:00:00,appointment,0.0,4.3,0,22,3,0,non_financial_low_risk
synth_00831,2026-02-11T05:00:00,reminder,0.0,45.5,0,5,3,0,non_financial_low_risk
synth_00832,2026-02-11T05:00:00,bill_payment,58.31,98.4,0,5,6,0,low_amount
synth_00833,2026-02-11T09:00:00,paperwork,0.0,2.5,0,9,2,0,non_financial_low_risk
synth_00834,2026-02-11T05:00:00,reminder,0.0,16.4,0,5,0,0,non_financial_low_risk
synth_00835,2026-02-11T08:00:00,reminder,0.0,0.2,0,8,0,1,non_financial_but_imminent
synth_00836,2026-02-11T00:00:00,reminder,0.0,37.6,0,0,4,0,non_financial_low_risk
synth_00837,2026-02-11T19:00:00,bill_payment,204.35,25.3,1,19,0,0,recurring_suppressed
synth_00838,2026-02-11T17:00:00,appointment,0.0,46.4,0,17,6,0,non_financial_low_risk
synth_00839,2026-02-11T21:00:00,bill_payment,21.88,1.8,0,21,4,1,deadline_override
synth_00840,2026-02-12T22:00:00,bill_payment,122.65,53.5,0,22,5,0,low_amount
synth_00841,2026-02-12T14:00:00,paperwork,0.0,9.4,0,14,5,0,non_financial_low_risk
synth_00842,2026-02-12T09:00:00,reminder,0.0,4.7,0,9,2,0,non_financial_low_risk
synth_00843,2026-02-12T04:00:00,bill_payment,35.71,38.4,1,4,0,0,recurring_suppressed
synth_00844,2026-02-12T03:00:00,bill_payment,165.24,57.1,0,3,4,0,low_amount
synth_00845,2026-02-12T15:00:00,appointment,0.0,209.2,0,15,5,0,non_financial_low_risk
synth_00846,2026-02-12T09:00:00,reminder,0.0,205.9,0,9,3,0,non_financial_low_risk
synth_00847,2026-02-12T20:00:00,bill_payment,108.11,39.7,0,20,3,0,low_amount
synth_00848,2026-02-12T00:00:00,bill_payment,301.41,186.0,1,0,3,0,recurring_suppressed
synth_00849,2026-02-12T20:00:00,bill_payment,740.25,19.5,0,20,1,1,low_amount
synth_00850,2026-02-12T10:00:00,bill_payment,20.82,17.7,0,10,6,1,low_amount
synth_00851,2026-02-12T23:00:00,appointment,0.0,20.0,0,23,4,0,non_financial_low_risk
synth_00852,2026-02-12T15:00:00,bill_payment,59.48,19.8,0,15,6,1,low_amount
synth_00853,2026-02-12T14:00:00,bill_payment,44.45,96.2,0,14,6,0,low_amount
synth_00854,2026-02-12T16:00:00,reminder,0.0,2.8,0,16,2,0,non_financial_low_risk
synth_00855,2026-02-12T00:00:00,appointment,0.0,38.9,0,0,1,0,non_financial_low_risk
synth_00856,2026-02-12T05:00:00,bill_payment,392.68,22.6,0,5,4,0,low_amount
synth_00857,2026-02-12T02:00:00,bill_payment,11.65,59.4,1,2,3,0,recurring_suppressed
synth_00858,2026-02-12T11:00:00,bill_payment,361.95,35.7,1,11,6,1,recurring_suppressed
synth_00859,2026-02-12T04:00:00,bill_payment,31.3,77.0,0,4,1,0,low_amount
synth_00860,2026-02-13T09:00:00,appointment,0.0,99.4,0,9,6,0,non_financial_low_risk
synth_00861,2026-02-13T16:00:00,paperwork,0.0,5.0,0,16,5,0,non_financial_low_risk
synth_00862,2026-02-13T09:00:00,bill_payment,35.59,96.1,1,9,0,0,recurring_suppressed
synth_00863,2026-02-13T14:00:00,appointment,0.0,4.4,0,14,0,0,non_financial_low_risk
synth_00864,2026-02-13T00:00:00,paperwork,0.0,65.7,0,0,4,0,non_financial_low_risk
synth_00865,2026-02-13T06:00:00,appointment,0.0,11.3,0,6,1,0,non_financial_low_risk
synth_00866,2026-02-13T21:00:00,appointment,0.0,71.1,0,21,0,0,non_financial_low_risk
synth_00867,2026-02-13T08:00:00,bill_payment,168.23,37.5,0,8,1,0,low_amount
synth_00868,2026-02-13T05:00:00,paperwork,0.0,41.0,0,5,0,0,non_financial_low_risk
synth_00869,2026-02-13T01:00:00,reminder,0.0,37.3,0,1,1,1,non_financial_low_risk
synth_00870,2026-02-13T12:00:00,reminder,0.0,2.5,0,12,0,0,non_financial_low_risk
synth_00871,2026-02-13T10:00:00,bill_payment,326.51,28.3,0,10,6,0,low_amount
synth_00872,2026-02-13T02:00:00,paperwork,0.0,79.5,0,2,6,0,non_financial_low_risk
synth_00873,2026-02-13T22:00:00,appointment,0.0,4.7,0,22,3,0,non_financial_low_risk
synth_00874,2026-02-13T04:00:00,bill_payment,476.81,30.5,0,4,6,0,low_amount
synth_00875,2026-02-13T10:00:00,bill_payment,108.25,119.6,0,10,3,0,low_amount
synth_00876,2026-02-13T11:00:00,bill_payment,36.55,89.7,1,11,4,0,recurring_suppressed
synth_00877,2026-02-13T22:00:00,appointment,0.0,25.0,0,22,6,0,non_financial_low_risk
synth_00878,2026-02-13T09:00:00,appointment,0.0,3.5,0,9,4,0,non_financial_low_risk
synth_00879,2026-02-13T07:00:00,appointment,0.0,13.1,0,7,4,0,non_financial_low_risk
synth_00880,2026-02-14T06:00:00,appointment,0.0,3.3,0,6,6,0,non_financial_low_risk
synth_00881,2026-02-14T23:00:00,bill_payment,56.06,9.1,0,23,5,0,low_amount
synth_00882,2026-02-14T14:00:00,appointment,0.0,43.1,0,14,2,0,non_financial_low_risk
synth_00883,2026-02-14T12:00:00,paperwork,0.0,9.3,0,12,0,0,non_financial_low_risk
synth_00884,2026-02-14T12:00:00,appointment,0.0,43.6,0,12,2,0,non_financial_low_risk
synth_00885,2026-02-14T04:00:00,appointment,0.0,4.6,0,4,4,0,non_financial_low_risk
synth_00886,2026-02-14T04:00:00,appointment,0.0,0.0,0,4,5,1,non_financial_but_imminent
synth_00887,2026-02-14T18:00:00,appointment,0.0,23.7,0,18,3,0,non_financial_low_risk
synth_00888,2026-02-14T18:00:00,appointment,0.0,18.3,0,18,6,0,non_financial_low_risk
synth_00889,2026-02-14T02:00:00,bill_payment,651.97,194.4,0,2,4,1,low_amount
synth_00890,2026-02-14T04:00:00,reminder,0.0,24.9,0,4,6,0,non_financial_low_risk
synth_00891,2026-02-14T11:00:00,bill_payment,163.6,58.3,0,11,0,0,low_amount
synth_00892,2026-02-14T22:00:00,reminder,0.0,12.9,0,22,4,0,non_financial_low_risk
synth_00893,2026-02-14T15:00:00,bill_payment,103.79,37.8,0,15,1,0,low_amount
synth_00894,2026-02-14T23:00:00,bill_payment,215.01,3.6,1,23,3,1,deadline_override
synth_00895,2026-02-14T04:00:00,reminder,0.0,7.0,0,4,5,0,non_financial_low_risk
synth_00896,2026-02-14T22:00:00,reminder,0.0,107.5,0,22,4,0,non_financial_low_risk
synth_00897,2026-02-14T13:00:00,appointment,0.0,29.1,0,13,4,0,non_financial_low_risk
synth_00898,2026-02-14T23:00:00,bill_payment,60.36,0.4,0,23,1,1,deadline_override
synth_00899,2026-02-14T15:00:00,bill_payment,992.35,1.6,1,15,5,1,deadline_override
synth_00900,2026-02-15T02:00:00,appointment,0.0,156.6,0,2,1,0,non_financial_low_risk
